from_account,to_account,amount,device_id,ip_address,country,risk_score,timestamp
ACC0185,ACC0275,227.65,D077,180.100.52.175,UK,0.3,2025-10-11 14:23:08
ACC0023,ACC0289,1933.95,D083,213.120.37.12,Panama,0.85,2025-09-16 15:26:56
ACC0133,ACC0114,1120.41,D066,66.124.105.110,France,0.3,2025-10-04 08:04:18
ACC0257,ACC0078,970.71,D045,245.31.39.222,USA,0.2,2025-09-18 17:37:39
ACC0179,ACC0160,1570.7,D044,99.131.34.122,India,0.25,2025-10-03 19:42:12
ACC0164,ACC0035,1622.27,D039,227.97.175.37,USA,0.2,2025-09-19 20:03:02
ACC0125,ACC0265,328.67,D023,255.128.69.214,France,0.3,2025-10-01 12:28:43
ACC0095,ACC0096,797.21,D082,236.60.125.161,Panama,0.85,2025-10-02 17:01:46
ACC0200,ACC0003,419.51,D091,217.213.26.157,Canada,0.2,2025-09-16 19:06:50
ACC0275,ACC0096,402.18,D047,181.230.135.145,Cayman Islands,0.9,2025-09-27 01:42:23
ACC0199,ACC0201,702.37,D076,168.54.218.182,UK,0.3,2025-09-26 07:06:45
ACC0044,ACC0069,484.76,D041,105.187.46.140,UK,0.3,2025-09-30 17:09:24
ACC0215,ACC0071,851.85,D074,147.187.245.175,Panama,0.85,2025-09-20 06:23:50
ACC0285,ACC0086,289.19,D063,125.168.23.231,Singapore,0.35,2025-09-29 06:52:30
ACC0005,ACC0249,1632.28,D018,139.177.136.114,Canada,0.2,2025-10-05 17:27:58
ACC0213,ACC0228,16415.85,D063,18.80.67.147,Panama,0.85,2025-09-25 20:53:22
ACC0087,ACC0235,1103.96,D073,39.78.208.149,India,0.25,2025-09-29 15:59:20
ACC0278,ACC0022,1097.24,D098,36.198.222.177,India,0.25,2025-09-23 20:57:33
ACC0153,ACC0017,703.67,D058,122.231.40.208,Singapore,0.35,2025-09-23 08:37:34
ACC0108,ACC0180,1269.21,D091,45.210.62.218,UAE,0.4,2025-09-21 21:40:11
ACC0031,ACC0292,569.36,D045,92.190.84.84,France,0.3,2025-10-09 15:50:58
ACC0137,ACC0264,279.82,D087,115.245.25.80,UK,0.3,2025-09-18 00:23:58
ACC0068,ACC0128,1658.68,D019,183.110.135.46,Cayman Islands,0.9,2025-10-09 21:18:49
ACC0138,ACC0213,160.28,D049,206.33.113.141,India,0.25,2025-09-25 08:43:14
ACC0189,ACC0233,1168.09,D063,226.197.33.197,Cayman Islands,0.9,2025-10-04 02:41:46
ACC0184,ACC0033,443.48,D069,64.136.78.92,Panama,0.85,2025-09-25 14:58:26
ACC0173,ACC0281,1136.62,D074,97.238.184.205,Germany,0.25,2025-09-14 04:57:54
ACC0024,ACC0051,42.4,D081,50.122.126.10,India,0.25,2025-10-02 14:59:11
ACC0104,ACC0068,326.37,D084,80.33.177.102,Singapore,0.35,2025-09-24 00:17:19
ACC0043,ACC0191,113.06,D086,195.189.203.69,Germany,0.25,2025-10-02 16:39:16
ACC0047,ACC0049,958.85,D001,67.142.184.123,Canada,0.2,2025-09-12 07:23:03
ACC0005,ACC0176,1391.12,D016,68.108.32.197,Panama,0.85,2025-09-16 19:54:01
ACC0053,ACC0161,282.89,D048,202.233.44.174,Singapore,0.35,2025-09-18 19:00:00
ACC0036,ACC0272,1224.54,D073,99.194.64.170,USA,0.2,2025-09-19 04:55:40
ACC0211,ACC0227,1794.22,D028,41.160.196.108,UK,0.3,2025-09-28 22:07:58
ACC0220,ACC0162,561.17,D018,151.163.163.194,Canada,0.2,2025-10-11 08:27:41
ACC0146,ACC0014,418.84,D085,58.201.110.85,Singapore,0.35,2025-09-14 12:08:30
ACC0123,ACC0254,489.75,D050,28.145.237.13,UK,0.3,2025-09-29 09:16:26
ACC0163,ACC0068,847.52,D050,54.205.130.254,UAE,0.4,2025-09-15 09:36:20
ACC0009,ACC0035,439.33,D002,252.212.111.139,Singapore,0.35,2025-09-25 18:20:47
ACC0257,ACC0213,174.03,D055,167.49.81.31,Panama,0.85,2025-09-26 21:37:54
ACC0041,ACC0262,1077.42,D027,172.205.223.176,Germany,0.25,2025-09-15 01:35:37
ACC0159,ACC0224,125.23,D094,121.39.126.166,Canada,0.2,2025-10-11 09:54:19
ACC0029,ACC0159,247.69,D086,189.12.51.137,Germany,0.25,2025-09-28 16:30:17
ACC0268,ACC0265,342.26,D093,209.233.78.197,Singapore,0.35,2025-09-17 14:06:36
ACC0016,ACC0172,1052.47,D055,157.170.29.137,Singapore,0.35,2025-10-03 22:54:28
ACC0262,ACC0185,1720.13,D008,50.75.207.36,India,0.25,2025-10-09 17:13:13
ACC0060,ACC0117,15.11,D095,13.72.21.130,France,0.3,2025-09-29 12:37:39
ACC0197,ACC0077,1110.2,D023,199.177.117.67,USA,0.2,2025-09-27 11:29:26
ACC0128,ACC0214,549.8,D093,105.40.138.182,Cayman Islands,0.9,2025-09-14 09:55:54
ACC0092,ACC0115,1908.62,D067,129.231.82.208,USA,0.2,2025-09-26 22:33:11
ACC0168,ACC0045,25.86,D071,154.210.87.199,India,0.25,2025-09-23 15:11:42
ACC0238,ACC0189,1995.6,D076,197.240.149.204,India,0.25,2025-09-23 18:09:27
ACC0078,ACC0004,473.67,D053,224.187.234.12,USA,0.2,2025-09-28 02:53:15
ACC0001,ACC0193,216.86,D095,70.117.135.25,Singapore,0.35,2025-09-18 18:26:28
ACC0144,ACC0048,1795.6,D006,189.239.105.127,Canada,0.2,2025-09-15 23:28:57
ACC0298,ACC0049,1278.06,D065,161.155.25.121,Germany,0.25,2025-09-18 04:51:01
ACC0122,ACC0150,1852.82,D034,222.198.93.91,Cayman Islands,0.9,2025-10-03 20:03:55
ACC0140,ACC0120,280.86,D010,37.49.37.52,Canada,0.2,2025-10-03 16:20:50
ACC0239,ACC0161,1076.49,D053,63.125.88.128,UK,0.3,2025-09-24 17:19:14
ACC0062,ACC0047,1654.51,D021,20.65.223.229,Singapore,0.35,2025-09-27 18:28:17
ACC0076,ACC0047,1937.12,D092,22.183.86.76,Canada,0.2,2025-09-20 07:08:05
ACC0016,ACC0208,1498.68,D058,128.36.215.213,France,0.3,2025-09-18 15:26:05
ACC0063,ACC0007,270.12,D008,105.185.171.250,Canada,0.2,2025-09-15 22:28:37
ACC0299,ACC0133,1994.35,D010,175.123.217.42,USA,0.2,2025-09-16 07:43:37
ACC0170,ACC0063,110.77,D006,120.220.195.111,India,0.25,2025-10-05 22:35:35
ACC0016,ACC0196,353.89,D088,57.80.81.124,Panama,0.85,2025-09-19 01:43:56
ACC0018,ACC0126,1002.79,D083,132.25.32.81,Singapore,0.35,2025-09-30 10:48:33
ACC0071,ACC0215,505.8,D026,149.213.14.107,France,0.3,2025-09-29 06:57:36
ACC0246,ACC0279,1826.23,D063,109.79.56.16,Cayman Islands,0.9,2025-09-27 08:05:00
ACC0113,ACC0016,126.6,D100,145.101.206.159,Singapore,0.35,2025-09-23 03:45:06
ACC0082,ACC0052,540.39,D032,244.198.24.205,Canada,0.2,2025-09-22 12:11:49
ACC0295,ACC0199,360.44,D046,216.198.188.101,Germany,0.25,2025-10-10 13:47:03
ACC0015,ACC0181,292.78,D073,224.217.235.136,UAE,0.4,2025-10-08 04:11:06
ACC0159,ACC0090,189.61,D063,66.15.144.132,USA,0.2,2025-09-11 21:21:37
ACC0170,ACC0104,1436.71,D017,226.232.92.25,Cayman Islands,0.9,2025-09-12 22:05:40
ACC0076,ACC0073,1694.5,D100,255.28.105.190,UK,0.3,2025-10-01 01:27:59
ACC0052,ACC0173,281.54,D039,252.121.212.173,Cayman Islands,0.9,2025-10-05 12:11:35
ACC0163,ACC0090,1390.19,D091,211.101.67.180,France,0.3,2025-10-10 10:44:26
ACC0090,ACC0194,263.42,D040,252.189.252.156,Singapore,0.35,2025-09-30 20:48:46
ACC0291,ACC0017,643.25,D024,166.66.173.154,UAE,0.4,2025-09-16 21:51:40
ACC0255,ACC0073,483.61,D043,52.172.236.32,UK,0.3,2025-09-28 03:44:26
ACC0229,ACC0006,506.59,D034,75.211.37.194,Canada,0.2,2025-09-11 22:03:24
ACC0025,ACC0198,1938.51,D057,136.235.106.99,Panama,0.85,2025-10-08 08:43:41
ACC0193,ACC0052,1305.43,D062,51.125.28.214,UAE,0.4,2025-09-13 11:29:34
ACC0151,ACC0011,1903.81,D041,53.237.106.51,Singapore,0.35,2025-09-15 11:56:53
ACC0281,ACC0048,1970.7,D044,190.17.120.251,UAE,0.4,2025-09-19 20:47:59
ACC0223,ACC0081,668.88,D007,114.188.151.194,UK,0.3,2025-10-08 01:51:21
ACC0136,ACC0145,200.87,D039,150.225.135.49,Canada,0.2,2025-09-14 12:04:00
ACC0185,ACC0002,596.15,D055,163.132.61.34,UK,0.3,2025-09-13 02:32:54
ACC0106,ACC0088,1954.34,D082,39.88.210.111,Singapore,0.35,2025-10-04 17:15:15
ACC0251,ACC0136,781.18,D012,107.104.57.124,France,0.3,2025-09-14 00:32:47
ACC0135,ACC0226,460.22,D060,25.48.202.188,Singapore,0.35,2025-09-16 13:13:51
ACC0044,ACC0177,1941.7,D070,151.25.225.109,Panama,0.85,2025-10-07 05:24:59
ACC0215,ACC0275,1149.7,D088,86.30.111.241,India,0.25,2025-09-13 13:01:32
ACC0258,ACC0293,1358.29,D067,40.253.203.124,UAE,0.4,2025-09-20 05:58:57
ACC0086,ACC0109,94.93,D025,184.121.61.220,Germany,0.25,2025-09-19 00:51:17
ACC0133,ACC0164,183.18,D094,151.93.229.80,UK,0.3,2025-10-07 02:02:41
ACC0235,ACC0007,1179.28,D090,38.116.48.47,UAE,0.4,2025-10-09 08:41:38
ACC0299,ACC0052,1561.29,D014,232.147.235.98,UAE,0.4,2025-10-01 19:17:08
ACC0136,ACC0197,1148.33,D084,54.80.113.46,India,0.25,2025-10-11 09:41:56
ACC0206,ACC0020,12128.27,D051,239.105.15.96,Panama,0.85,2025-09-26 13:38:55
ACC0160,ACC0144,1945.27,D063,86.200.123.208,UK,0.3,2025-09-27 10:24:10
ACC0138,ACC0214,383.99,D078,220.114.199.134,UK,0.3,2025-10-06 22:19:54
ACC0192,ACC0029,140.58,D066,113.44.209.227,Germany,0.25,2025-10-07 07:24:06
ACC0292,ACC0015,1751.61,D023,24.73.18.126,Canada,0.2,2025-09-14 07:28:11
ACC0185,ACC0102,1648.78,D036,172.246.41.184,Cayman Islands,0.9,2025-09-13 08:10:22
ACC0124,ACC0191,897.75,D063,131.160.151.99,UAE,0.4,2025-09-28 13:38:35
ACC0084,ACC0133,577.29,D096,51.228.156.209,UK,0.3,2025-09-22 06:15:48
ACC0114,ACC0116,545.48,D087,15.231.209.206,Canada,0.2,2025-09-12 06:55:51
ACC0243,ACC0068,8785.86,D083,192.191.174.80,Panama,0.85,2025-10-02 10:20:05
ACC0193,ACC0179,444.24,D059,143.221.169.111,Singapore,0.35,2025-10-10 05:32:27
ACC0053,ACC0004,1127.3,D066,82.86.185.37,Cayman Islands,0.9,2025-10-05 05:49:48
ACC0033,ACC0173,1724.37,D036,192.253.238.176,Cayman Islands,0.9,2025-09-26 08:40:51
ACC0097,ACC0077,1800.38,D067,215.217.163.113,Canada,0.2,2025-09-27 08:54:30
ACC0072,ACC0014,1994.96,D084,117.113.109.198,India,0.25,2025-09-13 13:42:49
ACC0299,ACC0293,1455.83,D025,146.173.210.131,Cayman Islands,0.9,2025-09-29 06:14:36
ACC0260,ACC0154,370.46,D022,42.199.76.195,France,0.3,2025-10-08 23:52:59
ACC0094,ACC0172,452.28,D084,233.88.117.211,UK,0.3,2025-09-27 22:34:35
ACC0191,ACC0134,932.88,D075,23.231.172.159,Singapore,0.35,2025-10-10 00:40:40
ACC0037,ACC0242,248.43,D025,145.86.115.23,France,0.3,2025-09-19 04:14:01
ACC0071,ACC0103,1974.51,D044,127.46.90.230,Panama,0.85,2025-09-20 14:41:42
ACC0042,ACC0250,633.69,D043,125.80.63.204,Germany,0.25,2025-09-20 01:00:14
ACC0296,ACC0082,267.52,D063,119.113.119.132,UK,0.3,2025-09-30 11:09:36
ACC0003,ACC0020,1464.01,D069,238.92.203.223,Canada,0.2,2025-10-07 15:15:48
ACC0098,ACC0010,1257.11,D087,187.234.98.89,USA,0.2,2025-09-18 02:46:45
ACC0053,ACC0197,619.17,D065,21.86.252.84,UAE,0.4,2025-10-03 23:45:24
ACC0267,ACC0269,1777.07,D044,97.240.135.101,Panama,0.85,2025-09-21 00:05:47
ACC0085,ACC0207,456.4,D003,64.197.15.160,Canada,0.2,2025-10-06 08:30:17
ACC0087,ACC0064,756.63,D047,207.146.169.22,USA,0.2,2025-10-10 16:32:09
ACC0025,ACC0056,105.99,D084,123.107.41.150,USA,0.2,2025-09-24 03:01:32
ACC0243,ACC0079,609.22,D027,179.143.79.169,USA,0.2,2025-10-11 06:10:45
ACC0071,ACC0215,1440.34,D014,39.210.37.137,France,0.3,2025-09-21 12:00:15
ACC0103,ACC0135,722.26,D067,51.20.150.137,Canada,0.2,2025-09-21 22:32:42
ACC0247,ACC0170,35.37,D031,38.223.156.181,USA,0.2,2025-10-05 20:14:13
ACC0077,ACC0047,159.35,D100,241.75.174.69,France,0.3,2025-10-04 00:43:04
ACC0152,ACC0136,208.62,D060,20.228.84.102,USA,0.2,2025-09-27 00:53:39
ACC0219,ACC0060,29.25,D013,175.53.94.101,USA,0.2,2025-10-03 02:32:18
ACC0138,ACC0048,373.91,D048,126.79.223.108,Cayman Islands,0.9,2025-10-05 01:45:35
ACC0216,ACC0086,1395.38,D015,251.226.50.36,Germany,0.25,2025-10-02 01:16:17
ACC0248,ACC0292,370.71,D087,101.166.17.230,India,0.25,2025-09-18 04:47:19
ACC0248,ACC0250,886.97,D015,177.90.13.190,Panama,0.85,2025-10-07 08:01:16
ACC0296,ACC0290,1043.01,D029,168.34.120.179,Cayman Islands,0.9,2025-09-23 22:10:38
ACC0247,ACC0178,305.82,D085,238.166.23.12,Panama,0.85,2025-09-19 11:23:52
ACC0259,ACC0241,158.98,D064,71.94.81.22,Germany,0.25,2025-10-06 11:10:46
ACC0115,ACC0282,812.52,D083,127.123.215.156,Panama,0.85,2025-10-03 14:38:12
ACC0046,ACC0256,246.23,D058,177.14.36.113,Cayman Islands,0.9,2025-10-01 20:58:24
ACC0019,ACC0286,1653.56,D071,168.173.87.237,USA,0.2,2025-10-06 12:49:14
ACC0288,ACC0106,1901.21,D084,23.219.67.226,India,0.25,2025-10-03 22:02:54
ACC0170,ACC0287,1203.9,D099,103.193.125.39,UAE,0.4,2025-09-16 14:05:11
ACC0114,ACC0002,1661.47,D044,84.150.143.105,Cayman Islands,0.9,2025-09-17 00:26:18
ACC0024,ACC0085,1645.46,D064,114.37.75.166,Germany,0.25,2025-09-21 08:49:45
ACC0097,ACC0062,919.52,D051,193.96.37.203,Canada,0.2,2025-10-01 23:27:25
ACC0024,ACC0064,920.2,D099,139.44.137.11,India,0.25,2025-10-07 14:29:00
ACC0025,ACC0284,971.03,D056,245.243.55.187,UAE,0.4,2025-10-09 22:37:43
ACC0089,ACC0066,1318.47,D014,92.139.235.108,Panama,0.85,2025-10-02 04:20:38
ACC0128,ACC0141,1941.28,D051,44.45.115.164,Cayman Islands,0.9,2025-10-06 17:25:50
ACC0154,ACC0281,1268.84,D041,169.192.84.185,France,0.3,2025-09-28 14:51:37
ACC0068,ACC0092,1391.68,D065,39.204.100.153,France,0.3,2025-10-05 04:14:08
ACC0299,ACC0293,1351.74,D086,146.83.234.226,Panama,0.85,2025-10-02 08:40:47
ACC0007,ACC0268,767.93,D014,24.61.78.202,USA,0.2,2025-09-19 16:04:02
ACC0147,ACC0129,1384.28,D019,202.148.18.101,USA,0.2,2025-10-03 19:52:29
ACC0053,ACC0288,783.88,D029,213.214.188.83,France,0.3,2025-09-14 03:17:58
ACC0196,ACC0199,1932.01,D054,200.74.61.168,Cayman Islands,0.9,2025-10-03 08:46:15
ACC0116,ACC0189,1097.76,D097,208.195.59.85,UAE,0.4,2025-10-03 15:28:17
ACC0091,ACC0039,1472.81,D024,20.119.81.152,Germany,0.25,2025-09-24 16:25:32
ACC0067,ACC0083,21.23,D075,249.49.20.49,Singapore,0.35,2025-09-27 12:27:19
ACC0027,ACC0155,1104.82,D063,191.91.144.66,UAE,0.4,2025-09-20 18:47:13
ACC0267,ACC0035,837.7,D065,33.99.66.236,Germany,0.25,2025-09-22 05:08:21
ACC0170,ACC0185,1901.11,D038,131.153.220.202,Canada,0.2,2025-09-12 06:49:16
ACC0059,ACC0178,1809.95,D058,169.72.255.20,Canada,0.2,2025-09-27 10:28:58
ACC0196,ACC0059,1085.07,D050,243.142.220.207,Singapore,0.35,2025-09-30 01:25:19
ACC0264,ACC0261,97.26,D058,59.92.141.31,India,0.25,2025-09-16 12:21:41
ACC0086,ACC0276,1257.6,D069,171.208.64.231,USA,0.2,2025-10-02 10:48:14
ACC0054,ACC0106,1296.66,D069,201.185.49.16,Panama,0.85,2025-10-04 03:36:01
ACC0170,ACC0020,117.99,D012,152.28.157.220,UK,0.3,2025-09-22 21:47:25
ACC0133,ACC0209,1264.13,D050,14.109.182.40,India,0.25,2025-10-07 19:41:28
ACC0004,ACC0033,100.58,D097,101.247.138.37,UAE,0.4,2025-09-25 22:14:53
ACC0155,ACC0045,769.01,D037,17.131.50.146,India,0.25,2025-09-22 12:43:34
ACC0070,ACC0201,1920.67,D070,183.237.244.213,Singapore,0.35,2025-09-29 23:17:33
ACC0006,ACC0284,13949.82,D072,88.63.201.199,Cayman Islands,0.9,2025-09-28 13:10:49
ACC0109,ACC0212,293.49,D083,167.223.74.59,France,0.3,2025-09-17 10:06:32
ACC0093,ACC0291,927.92,D007,84.181.27.74,France,0.3,2025-09-16 14:58:41
ACC0102,ACC0298,720.71,D063,70.35.82.168,Cayman Islands,0.9,2025-09-15 05:53:50
ACC0100,ACC0163,663.41,D063,187.159.49.154,India,0.25,2025-10-09 09:00:22
ACC0187,ACC0162,19.62,D055,66.192.199.174,Germany,0.25,2025-10-03 00:41:07
ACC0142,ACC0185,1756.99,D018,101.208.88.134,Cayman Islands,0.9,2025-10-08 15:18:30
ACC0056,ACC0090,173.13,D083,221.45.238.147,UAE,0.4,2025-09-21 09:25:26
ACC0135,ACC0040,1785.29,D094,171.17.218.158,UK,0.3,2025-10-09 23:01:56
ACC0208,ACC0109,528.63,D005,148.130.177.208,France,0.3,2025-09-19 01:44:02
ACC0188,ACC0201,1469.12,D029,128.138.140.33,UAE,0.4,2025-10-01 02:51:08
ACC0187,ACC0258,1697.48,D002,167.185.52.203,Canada,0.2,2025-10-06 19:34:36
ACC0072,ACC0229,1137.05,D021,233.47.198.197,Germany,0.25,2025-10-05 07:53:11
ACC0184,ACC0021,471.18,D029,69.20.181.62,India,0.25,2025-10-06 23:56:39
ACC0185,ACC0199,14727.87,D061,190.143.172.222,Cayman Islands,0.9,2025-09-25 03:12:33
ACC0135,ACC0297,355.96,D070,103.160.177.239,UAE,0.4,2025-09-15 15:15:05
ACC0265,ACC0129,1037.58,D049,232.98.134.212,Canada,0.2,2025-10-05 06:15:47
ACC0004,ACC0257,339.56,D018,174.81.64.48,India,0.25,2025-09-20 22:19:30
ACC0081,ACC0186,1325.61,D078,94.194.39.133,UK,0.3,2025-10-05 02:25:25
ACC0246,ACC0108,1298.05,D076,72.21.42.156,Germany,0.25,2025-10-10 14:41:57
ACC0083,ACC0069,87.99,D081,24.52.76.246,France,0.3,2025-09-20 14:19:23
ACC0265,ACC0208,1278.87,D077,196.179.220.82,UAE,0.4,2025-09-16 00:28:06
ACC0111,ACC0230,1735.93,D078,222.115.163.46,India,0.25,2025-10-10 03:23:46
ACC0094,ACC0262,1451.13,D034,126.162.161.27,Germany,0.25,2025-09-23 00:18:59
ACC0194,ACC0198,42.96,D017,242.139.185.117,UK,0.3,2025-09-19 02:48:56
ACC0050,ACC0091,1203.63,D061,146.138.202.40,UAE,0.4,2025-09-16 09:08:18
ACC0247,ACC0067,1656.77,D078,208.183.176.120,France,0.3,2025-10-07 04:47:23
ACC0216,ACC0190,863.62,D006,133.212.206.107,France,0.3,2025-09-28 20:56:49
ACC0295,ACC0051,516.49,D055,242.229.31.82,Germany,0.25,2025-10-10 21:37:30
ACC0279,ACC0210,20.88,D033,11.157.143.40,Canada,0.2,2025-10-07 02:07:50
ACC0004,ACC0193,1378.66,D084,102.37.49.119,Canada,0.2,2025-10-10 06:34:11
ACC0130,ACC0134,1133.69,D069,184.111.203.62,Panama,0.85,2025-10-01 22:00:35
ACC0283,ACC0286,746.72,D062,74.88.157.98,Germany,0.25,2025-10-01 04:25:08
ACC0071,ACC0061,898.72,D096,51.35.64.140,Canada,0.2,2025-10-01 07:15:05
ACC0174,ACC0282,329.87,D079,11.215.33.220,USA,0.2,2025-09-18 21:53:02
ACC0242,ACC0223,533.55,D012,165.19.195.108,UK,0.3,2025-10-01 07:20:57
ACC0267,ACC0147,124.35,D092,54.173.136.122,UAE,0.4,2025-09-12 09:02:33
ACC0104,ACC0266,76.88,D037,142.188.69.167,Canada,0.2,2025-09-20 02:01:33
ACC0019,ACC0185,1951.54,D031,80.209.112.100,USA,0.2,2025-10-01 00:56:21
ACC0208,ACC0103,1476.48,D067,33.150.82.195,USA,0.2,2025-10-08 23:58:44
ACC0299,ACC0179,460.33,D045,126.248.113.157,Singapore,0.35,2025-09-12 01:59:00
ACC0134,ACC0090,221.87,D053,85.97.252.39,France,0.3,2025-10-06 18:35:11
ACC0132,ACC0276,1391.44,D074,154.133.207.72,Singapore,0.35,2025-09-28 08:17:51
ACC0235,ACC0236,969.12,D076,107.172.211.66,USA,0.2,2025-09-23 00:27:07
ACC0162,ACC0212,1075.95,D046,77.73.83.33,France,0.3,2025-10-01 05:21:07
ACC0176,ACC0039,958.35,D071,238.156.78.56,Germany,0.25,2025-09-21 02:07:31
ACC0256,ACC0103,1746.76,D031,61.223.73.224,Canada,0.2,2025-09-29 03:21:58
ACC0080,ACC0055,1354.87,D016,167.11.205.229,UK,0.3,2025-10-08 03:25:37
ACC0022,ACC0247,637.68,D048,235.239.157.232,UAE,0.4,2025-09-25 04:39:04
ACC0252,ACC0094,567.73,D098,157.42.23.144,France,0.3,2025-10-02 09:35:59
ACC0245,ACC0277,701.11,D005,208.54.127.40,France,0.3,2025-10-07 00:19:00
ACC0236,ACC0162,33.52,D089,158.35.93.102,USA,0.2,2025-10-11 14:30:08
ACC0133,ACC0096,481.91,D071,166.97.103.57,Singapore,0.35,2025-10-06 01:40:24
ACC0218,ACC0108,736.51,D054,125.56.156.43,Cayman Islands,0.9,2025-10-09 19:31:40
ACC0118,ACC0052,1610.13,D093,229.107.60.47,Singapore,0.35,2025-09-19 02:48:01
ACC0243,ACC0005,1004.2,D023,227.171.142.146,Panama,0.85,2025-09-27 04:24:47
ACC0250,ACC0154,6484.62,D033,25.65.218.75,Cayman Islands,0.9,2025-10-04 23:46:22
ACC0050,ACC0231,526.94,D096,152.248.217.75,Cayman Islands,0.9,2025-09-28 13:30:59
ACC0011,ACC0211,1736.06,D016,60.157.157.176,Cayman Islands,0.9,2025-10-07 23:53:24
ACC0090,ACC0146,1349.65,D046,198.124.237.30,Cayman Islands,0.9,2025-09-30 08:32:38
ACC0147,ACC0238,1737.83,D081,247.96.117.171,Germany,0.25,2025-10-11 13:57:25
ACC0293,ACC0208,332.38,D010,91.177.84.191,UK,0.3,2025-09-24 20:11:31
ACC0203,ACC0139,1498.31,D057,125.115.52.57,Cayman Islands,0.9,2025-09-12 23:28:44
ACC0065,ACC0121,1881.47,D085,30.63.52.111,Singapore,0.35,2025-09-16 20:34:43
ACC0049,ACC0033,117.11,D061,144.205.31.36,France,0.3,2025-09-24 14:20:35
ACC0080,ACC0044,625.65,D084,82.123.170.42,Panama,0.85,2025-09-18 05:30:47
ACC0270,ACC0088,1330.46,D004,93.231.131.129,USA,0.2,2025-10-08 02:23:25
ACC0140,ACC0281,1939.39,D057,55.161.162.126,Germany,0.25,2025-10-09 05:39:13
ACC0223,ACC0269,626.23,D082,148.68.216.32,France,0.3,2025-10-03 07:22:07
ACC0158,ACC0188,12849.74,D053,98.83.130.146,Cayman Islands,0.9,2025-09-12 06:15:15
ACC0252,ACC0245,1534.08,D039,162.69.213.11,USA,0.2,2025-10-08 11:16:39
ACC0192,ACC0097,879.84,D053,193.198.175.109,France,0.3,2025-09-30 05:22:59
ACC0113,ACC0135,1254.39,D011,214.242.166.216,Panama,0.85,2025-09-25 01:18:35
ACC0146,ACC0273,384.12,D035,44.84.38.173,Panama,0.85,2025-10-03 23:04:38
ACC0232,ACC0140,989.07,D090,48.22.146.15,UAE,0.4,2025-09-20 21:11:49
ACC0053,ACC0145,1433.24,D035,69.33.48.13,Germany,0.25,2025-10-05 19:37:33
ACC0112,ACC0176,1573.59,D054,105.128.188.212,Singapore,0.35,2025-09-13 09:32:26
ACC0170,ACC0042,121.52,D097,28.149.130.56,Germany,0.25,2025-09-21 04:29:03
ACC0129,ACC0196,1949.45,D002,108.207.123.73,UK,0.3,2025-09-13 11:36:23
ACC0102,ACC0236,1047.07,D095,131.109.184.89,UK,0.3,2025-09-27 12:57:36
ACC0082,ACC0022,1046.64,D096,173.86.60.102,France,0.3,2025-09-14 09:15:01
ACC0112,ACC0058,655.78,D031,80.159.40.111,Panama,0.85,2025-09-23 15:47:01
ACC0005,ACC0022,1379.93,D075,207.32.73.50,India,0.25,2025-10-06 03:00:44
ACC0047,ACC0174,128.95,D098,189.147.212.37,USA,0.2,2025-09-17 23:09:49
ACC0250,ACC0120,1579.24,D041,216.238.122.197,France,0.3,2025-09-21 05:23:06
ACC0011,ACC0194,15599.39,D046,148.188.135.58,Panama,0.85,2025-10-09 08:49:10
ACC0096,ACC0279,1467.48,D045,222.163.244.230,Cayman Islands,0.9,2025-10-08 18:37:37
ACC0083,ACC0036,904.27,D068,148.103.126.10,Germany,0.25,2025-10-06 10:02:51
ACC0195,ACC0095,1715.09,D003,71.92.194.26,UAE,0.4,2025-10-08 00:29:38
ACC0199,ACC0098,1533.81,D068,82.92.114.174,India,0.25,2025-09-27 11:44:57
ACC0057,ACC0050,97.12,D067,55.233.18.61,UK,0.3,2025-09-17 01:17:32
ACC0249,ACC0099,1146.31,D013,178.135.144.169,USA,0.2,2025-10-10 12:18:52
ACC0132,ACC0026,1215.85,D047,248.245.63.177,Canada,0.2,2025-10-05 17:05:35
ACC0041,ACC0240,728.24,D082,237.116.220.104,USA,0.2,2025-09-14 16:29:19
ACC0137,ACC0271,1670.57,D006,65.255.142.34,UK,0.3,2025-09-16 18:29:59
ACC0119,ACC0273,394.31,D050,155.170.252.55,Canada,0.2,2025-10-08 23:10:28
ACC0286,ACC0213,1534.9,D096,182.127.189.180,UK,0.3,2025-10-02 14:08:33
ACC0054,ACC0086,809.1,D024,50.146.163.123,France,0.3,2025-09-28 23:03:05
ACC0162,ACC0282,830.56,D042,221.195.92.165,Cayman Islands,0.9,2025-09-23 13:01:34
ACC0289,ACC0280,1533.76,D028,75.102.125.124,Panama,0.85,2025-10-01 03:12:29
ACC0001,ACC0018,42.44,D037,237.87.11.86,UAE,0.4,2025-09-22 15:04:51
ACC0110,ACC0162,1839.03,D003,156.247.156.49,Singapore,0.35,2025-09-16 10:24:59
ACC0020,ACC0236,285.43,D046,159.73.69.75,Germany,0.25,2025-09-26 10:26:30
ACC0048,ACC0293,1836.58,D052,195.93.212.133,UAE,0.4,2025-09-20 06:00:36
ACC0250,ACC0296,17125.12,D013,30.209.24.245,Panama,0.85,2025-09-28 02:09:22
ACC0179,ACC0223,1740.88,D054,177.227.164.247,UK,0.3,2025-09-12 09:53:10
ACC0196,ACC0028,91.95,D040,48.93.138.188,France,0.3,2025-09-22 13:48:41
ACC0079,ACC0026,1942.37,D087,157.139.33.66,Panama,0.85,2025-10-02 19:48:20
